,요양기관명,종별코드명,주소,x좌표,y좌표,시도명,시군구명
351,봄요양병원,요양병원,경상북도 포항시 북구 장량로31번길 56  (장성동),129.3851875,36.0876737,경상북도,포항시
352,봉화군립노인전문요양병원,요양병원,경상북도 봉화군 봉화읍 보밑길 9 (),128.7337857,36.891749,경상북도,봉화군
353,부곡요양병원,요양병원,부산광역시 금정구 부곡로 56 (부곡동),129.0895673,35.2210799,부산광역시,금정구
354,부림요양병원,요양병원,경상북도 경산시 와촌면 하양로 359 (와촌면),128.84325,35.922993,경상북도,경산시
355,부모사랑요양병원,요양병원,대전광역시 동구 우암로 159 159,127.4350411,36.3405832,대전광역시,동구
356,부부요양병원,요양병원,전라남도 목포시 영산로 620-1  (석현동),126.4224609,34.8204251,전라남도,목포시
357,부산노인전문제2병원,요양병원,부산광역시 연제구 월드컵대로 359 (거제동),129.0592351,35.1872822,부산광역시,연제구
358,부산노인전문제3병원,요양병원,부산광역시 해운대구 해운대로469번가길 77 (우동),129.1473694,35.1682538,부산광역시,해운대구
359,부산노인전문제4병원,요양병원,부산광역시 사하구 동매로44번길 4 (하단동),128.9631132,35.102443,부산광역시,사하구
360,부산시노인전문제1병원,요양병원,부산광역시 북구 함박봉로 98 (만덕동),129.0281998,35.2061222,부산광역시,북구
361,부안군노인요양병원,요양병원,전라북도 부안군 부안읍 봉두길 68 (),126.7452839,35.716267,전라북도,부안군
362,부안효요양병원,요양병원,전라북도 부안군 행안면 염소로 25 25,126.721325,35.7306346,전라북도,부안군
363,부여노인전문병원,요양병원,충청남도 부여군 규암면 반산로 39 (),126.8693047,36.2756156,충청남도,부여군
364,부여효요양병원,요양병원,충청남도 부여군 초촌면 소호로 71 (초촌면),127.049192,36.2657039,충청남도,부여군
365,부천미소요양병원,요양병원,경기도 부천시 석천로178번길 18 (중동),126.7637163,37.5029776,경기도,부천시
366,부천삼성요양병원,요양병원,"경기도 부천시 부일로 522 1층~8층 (심곡동, 일죽스포렉스빌딩)",126.7879533,37.484904,경기도,부천시
367,부천시립노인전문병원,요양병원,경기도 부천시 까치로 26 (작동),126.8083768,37.50918,경기도,부천시
368,부천요양병원,요양병원,경기도 부천시 길주로 321 (중동),126.7785692,37.5032389,경기도,부천시
369,부천제일요양병원,요양병원,"경기도 부천시 부천로 100 지하1층,2~8층 (원미동)",126.7850616,37.493066,경기도,부천시
370,부천하나요양병원,요양병원,"경기도 부천시 소사로 235 2층일부,3~5층 (소사본동)",126.7952094,37.4792489,경기도,부천시
371,부평성심요양병원,요양병원,인천광역시 부평구 마장로 449 (청천동),126.7039518,37.5182691,인천광역시,부평구
372,부평세연요양병원,요양병원,"인천광역시 부평구 부흥로 329-329 7층 (부평동, 로얄프라자)",126.728612,37.4985468,인천광역시,부평구
373,북면이화요양병원,요양병원,경상남도 창원시 의창구 북면 천주로 1092 (),128.6082139,35.3480052,경상남도,창원시
374,북서울요양병원,요양병원,서울특별시 강북구 한천로 1002 북서울요양병원 (번동),127.0300388,37.6381372,서울특별시,강북구
375,분당센트럴요양병원,요양병원,경기도 성남시 분당구 양현로94번길 17 지1층~5층 (이매동),127.1260479,37.3912904,경기도,성남시
376,분당수요양병원,요양병원,"경기도 성남시 분당구 판교로 473 2,3,4,6층 (야탑동, ROOKIE 1129)",127.1264535,37.4057308,경기도,성남시
377,분당연세요양병원,요양병원,"경기도 성남시 분당구 양현로375번길 31 지하1층,1,2,3층 (야탑동)",127.1209028,37.4160778,경기도,성남시
378,브니엘노인전문병원,요양병원,경기도 양평군 용문면 중원산로490번길 30 (),127.6201714,37.5440078,경기도,양평군
379,비에스(BS)요양병원,요양병원,경상북도 성주군 선남면 운용로 1543-107 (),128.3550373,35.8806475,경상북도,성주군
380,비오람요양병원,요양병원,경기도 남양주시 진접읍 해밀예당2로 217-38 (),127.2106731,37.7211543,경기도,남양주시
381,비오메드요양병원,요양병원,전라남도 화순군 도곡면 온천1길 59 (),126.90213,35.0297286,전라남도,화순군
382,빅토리아요양병원,요양병원,"인천광역시 계양구 계산새로 71 C동 11,12,13층 (계산동, 하이베라스)",126.7360621,37.5386558,인천광역시,계양구
383,뿌리요양병원,요양병원,"인천광역시 남동구 논고개로 77 에코타워 7,8층 (논현동)",126.726258,37.3984464,인천광역시,남동구
384,사단법인 대승불교보광정사 보광요양병원,요양병원,부산광역시 금정구 반송로 440-7 (금사동),129.1125986,35.2144393,부산광역시,금정구
385,사단법인새길재단 패밀리요양병원,요양병원,부산광역시 부산진구 성지곡로51번길 28-6 (초읍동),129.047552,35.1881739,부산광역시,부산진구
386,사단법인청색회 연지그린요양병원,요양병원,부산광역시 부산진구 새싹로 186-186 (연지동),129.049717,35.1727893,부산광역시,부산진구
387,사단법인한국경로복지회 우리요양병원,요양병원,"경상남도 김해시 대청로210번길 24 장유엔트로빌딩 7,8,9층 (대청동)",128.7974045,35.1938636,경상남도,김해시
388,사랑애요양병원,요양병원,"경기도 군포시 군포로573번길 3 (당동, 럭키베스트빌 201,301,401호)",126.9470447,37.3570873,경기도,군포시
389,사랑요양병원,요양병원,서울특별시 서대문구 수색로 131 (북가좌동),126.9057006,37.5742173,서울특별시,서대문구
390,사랑요양병원,요양병원,부산광역시 금정구 중앙대로 1590 (부곡동),129.0896693,35.2265843,부산광역시,금정구
391,사랑요양병원,요양병원,전라북도 전주시 완산구 덕적골1길 69  (평화동1가),127.1413492,35.7919423,전라북도,전주시
392,사랑재활요양병원,요양병원,전라남도 여수시 봉산남3길 9  (봉산동),127.7208024,34.7342162,전라남도,여수시
393,사직요양병원,요양병원,부산광역시 동래구 충렬대로 97-97 (온천동),129.0718321,35.2073463,부산광역시,동래구
394,사회복지법인 금성복지재단 보광노인전문병원,요양병원,대전광역시 동구 산내로560번길 18-11  (상소동),127.4530184,36.2270566,대전광역시,동구
395,사회복지법인 동남복지재단 부산은빛요양병원,요양병원,부산광역시 북구 백양대로1048번길 10 (구포동),128.9966153,35.198363,부산광역시,북구
396,사회복지법인 상록원 상록요양병원,요양병원,경기도 화성시 마도면 화성로888번길 42 (),126.7830763,37.2015851,경기도,화성시
397,사회복지법인 성바오로애덕원 성바오로복지병원,요양병원,전라북도 완주군 소양면 해월신왕길 65 (),127.2606125,35.8597654,전라북도,완주군
398,사회복지법인인효원제주복지요양병원,요양병원,"제주특별자치도 제주시 동광로 96 동부빌딩 지하2, 지상3층 (이도이동)",126.5382491,33.5051996,제주특별자치도,제주시
399,산내효요양병원,요양병원,대전광역시 동구 산내로1287번길 71-14 (낭월동),127.4648287,36.2778969,대전광역시,동구
400,산들요양병원,요양병원,광주광역시 광산구 풍영정길 227-1 (신창동),126.8548788,35.1872767,광주광역시,광산구
401,산본성심요양병원,요양병원,"경기도 군포시 고산로 693 5∼6층 401-1호,401-2호 (산본동)",126.9350341,37.3719783,경기도,군포시
402,산청요양병원,요양병원,경상남도 산청군 금서면 친환경로2605번길 69 산청요양병원,127.868586,35.4233901,경상남도,산청군
403,삼경요양병원,요양병원,"경기도 군포시 번영로 516 삼경크리닉센타 B01, 301, 302, 303호, 5, 6, 7층호 (금정동)",126.9345611,37.3582291,경기도,군포시
404,삼성우리요양병원,요양병원,"경기도 화성시 효행로 1051 메인프라자 6일부,7, 8일부층 (진안동)",127.0419608,37.214627,경기도,화성시
405,삼인요양병원,요양병원,"부산광역시 사상구 대동로 95 5층, 8~10층 (학장동)",128.9779261,35.1384964,부산광역시,사상구
406,삼호요양병원,요양병원,울산광역시 남구 북부순환도로 58 1~7층 (무거동),129.2698338,35.5522972,울산광역시,남구
407,상경원인터메드요양병원,요양병원,경기도 여주시 강천면 걸촌동길 33-4 (),127.702157,37.2890394,경기도,여주시
408,상그릴라요양병원(일반요양병원),요양병원,광주광역시 광산구 월계로 217  (쌍암동),126.8493253,35.2136804,광주광역시,광산구
409,상록수요양병원,요양병원,"울산광역시 동구 진성8길 94 (전하동,대덕타워빌딩 4,5,6,7,8,층)",129.4297592,35.5093952,울산광역시,동구
410,상무힐링요양병원,요양병원,"광주광역시 서구 운천로 225 지하2, 지상1~8층 (치평동, 상무힐타워)",126.8544011,35.1525077,광주광역시,서구
411,상인요양병원,요양병원,"대구광역시 달서구 월배로 247 지하1층, 지상2,3,4,5층 (상인동)",128.5927124,35.8565509,대구광역시,달서구
412,상주시립요양병원,요양병원,경상북도 상주시 용마로 190-45  (도남동),128.2430901,36.436911,경상북도,상주시
413,새결요양병원,요양병원,"대구광역시 북구 학정로 103 지하1, 1~4층 (태전동)",128.5504568,35.9172789,대구광역시,북구
414,새금산요양병원,요양병원,충청남도 금산군 금산읍 비단로 183 (금산읍),127.4961495,36.1040385,충청남도,금산군
415,새라새요양병원,요양병원,부산광역시 남구 석포로26번길 17 (감만동),129.0845486,35.121835,부산광역시,남구
416,새마음요양병원,요양병원,서울특별시 성북구 동소문로 215 (정릉동),127.0797085,37.5884585,서울특별시,성북구
417,새미래요양병원,요양병원,서울특별시 강서구 국회대로 233 (화곡동),126.86087,37.5297134,서울특별시,강서구
418,새봄요양병원,요양병원,경기도 남양주시 오남읍 진건오남로884번길 22-20 (),127.1993194,37.705386,경기도,남양주시
419,새봄요양병원,요양병원,"인천광역시 계양구 장제로 672 새봄요양병원 2,3,4층 201,305,402호 (작전동)",126.7338029,37.5278095,인천광역시,계양구
420,새봄요양병원,요양병원,대전광역시 동구 신기로 123-20 (가오동),127.4577634,36.312203,대전광역시,동구
421,새빛요양병원,요양병원,"서울특별시 강서구 화곡로61길 109 천수빌딩 2,3,4,5층 (등촌동)",126.8464321,37.5583298,서울특별시,강서구
422,새생명요양병원,요양병원,부산광역시 해운대구 해운대로 802 10층 (좌동),129.1766569,35.1691635,부산광역시,해운대구
423,새생명요양병원,요양병원,울산광역시 남구 돋질로 84 (달동),129.315027,35.5383015,울산광역시,남구
424,새소망병원,요양병원,경기도 성남시 수정구 성남대로 1219 (수진동),127.1274428,37.4386221,경기도,성남시
425,새올요양병원,요양병원,인천광역시 부평구 마장로 246 새올 요양병원 (산곡동),126.7032862,37.4999701,인천광역시,부평구
426,새웅상요양병원,요양병원,경상남도 양산시 서창동1길 7 (삼호동),129.168361,35.4112284,경상남도,양산시
427,새인천요양병원,요양병원,인천광역시 남동구 논고개로123번길 17 아이플랙스 11층(논현동) (논현동),126.7230659,37.4016809,인천광역시,남동구
428,새찬요양병원,요양병원,경기도 고양시 덕양구 토당로67번길 2 (토당동),126.818483,37.6215977,경기도,고양시
429,새희망요양병원,요양병원,전라북도 군산시 옥구읍 옥구남로 152-0  1동 (희망요양병원),126.693181,35.9140742,전라북도,군산시
430,샘고을요양병원,요양병원,"전라북도 정읍시 정읍북로 42-54  1동 (구룡동,샘고을요양병원)",126.8662398,35.5687709,전라북도,정읍시
431,생생우리누리요양병원,요양병원,경기도 양평군 용문면 우나람길 63 (),127.5857927,37.4573244,경기도,양평군
432,서광요양병원,요양병원,"광주광역시 서구 금화로 59 1,2,3,4,5층 (금호동)",126.8554251,35.1322664,광주광역시,서구
433,서광주청연요양병원,요양병원,"광주광역시 서구 개금길 61 지하1~4층 (매월동, 서광주청연요양병원)",126.8500027,35.1228637,광주광역시,서구
434,서동제일요양병원,요양병원,부산광역시 금정구 서동로 172 (서동),129.1051966,35.2143872,부산광역시,금정구
435,서라벌요양병원,요양병원,"경상남도 창원시 의창구 남산로17번길 28 2층, 3층 (팔용동, 팔용에이스빌딩 2,3층)",128.6143918,35.2605521,경상남도,창원시
436,서온요양병원,요양병원,"인천광역시 서구 도곡로 172-5 서온요양병원 2개(가,나)동 지1~2 층 나동3~4층호 (대곡동)",,,인천광역시,서구
437,서요양병원,요양병원,경상북도 경산시 계양로 193  (계양동),128.7483847,35.8327876,경상북도,경산시
438,서울 대효 요양병원,요양병원,경기도 양주시 고읍남로 36 골든스퀘어 3~6층 (광사동),127.0780449,37.7936572,경기도,양주시
439,서울닥터스요양병원,요양병원,인천광역시 서구 가정로 270 (석남동),126.6727006,37.5088794,인천광역시,서구
440,서울대효요양병원,요양병원,"경기도 광명시 오리로 518 7,8,9,10층 (소하동, 대교빌딩)",126.8820235,37.4481983,경기도,광명시
441,서울대효청라요양병원,요양병원,인천광역시 서구 염곡로464번길 11 루원탑프라자 4~8층 (가정동),126.6705582,37.5264274,인천광역시,서구
442,서울라이즈요양병원,요양병원,경기도 구리시 검배로 37 동진스카이빌딩 5~10층 (수택동),127.1437109,37.5981277,경기도,구리시
443,서울브이아이피(VIP)요양병원,요양병원,서울특별시 구로구 경인로 297 오류빌딩 (개봉동),,,서울특별시,구로구
444,서울사랑요양병원,요양병원,서울특별시 도봉구 삼양로 574 2~5층 (쌍문동),127.0131844,37.6543516,서울특별시,도봉구
445,서울삼성요양병원,요양병원,서울특별시 영등포구 선유로 51 파인그라드빌딩 b1~8층 (문래동6가),126.8887213,37.5185968,서울특별시,영등포구
446,서울삼성호매실요양병원,요양병원,경기도 수원시 권선구 금곡로118번길 10 일담타워 4~6층 (금곡동),126.9429588,37.2734532,경기도,수원시
447,서울센트럴요양병원,요양병원,서울특별시 영등포구 경인로 767 (문래동3가),126.898673,37.5139634,서울특별시,영등포구
448,서울숲요양병원,요양병원,서울특별시 강동구 고덕로 295-60 원케어메디컬타운 (고덕동),127.1596603,37.5584496,서울특별시,강동구
449,서울스마트요양병원,요양병원,서울특별시 양천구 중앙로 181 복합메디컬타운 3~8층 (신정동),126.8556854,37.5128194,서울특별시,양천구
450,서울에이스요양병원,요양병원,서울특별시 동대문구 고산자로 379 (용두동),127.0377202,37.5736477,서울특별시,동대문구
451,서울연세요양병원,요양병원,서울특별시 송파구 삼학사로 53 태영빌딩 (삼전동),127.096637,37.5020324,서울특별시,송파구
452,서울와이즈요양병원,요양병원,경기도 의왕시 안양판교로 101 (포일동),126.9853111,37.3954512,경기도,의왕시
453,서울요양병원,요양병원,"서울특별시 동작구 성대로 43 (상도동, 우리빌딩)",126.9336821,37.4989812,서울특별시,동작구
454,서울요양병원,요양병원,경기도 동두천시 천보산로 504 (탑동동),127.1015807,37.8799081,경기도,동두천시
455,서울요양병원,요양병원,경기도 평택시 오리곡길 30 (독곡동),127.071719,37.0882498,경기도,평택시
456,서울우리요양병원,요양병원,부산광역시 북구 화명대로 42 (화명동),129.0126896,35.2344122,부산광역시,북구
457,서울은빛요양병원,요양병원,서울특별시 영등포구 양평로22사길 9 (양평동5가),126.8950234,37.5408377,서울특별시,영등포구
458,서울제일요양병원,요양병원,서울특별시 양천구 가로공원로 81 지하1층~지상5층 (신월동),,,서울특별시,양천구
459,서울중앙요양병원,요양병원,서울특별시 서대문구 충정로 71-5 (충정로2가),126.965451,37.5652119,서울특별시,서대문구
460,서울현대요양병원,요양병원,서울특별시 강동구 올림픽로 684 (천호동),127.1253106,37.5422847,서울특별시,강동구
461,서울효사랑요양병원,요양병원,서울특별시 성동구 동일로 93 (성수동2가),127.0631075,37.5411448,서울특별시,성동구
462,서울힐링요양병원,요양병원,서울특별시 송파구 중대로 191 서울힐링요양병원 (가락동),127.1257253,37.4990602,서울특별시,송파구
463,서원요양병원,요양병원,충청북도 청주시 서원구 남이면 남석로 316-26 서원요양병원,127.429717,36.582177,충청북도,청주시
464,서종요양병원,요양병원,경상남도 김해시 김해대로2492번길 54-7 (삼정동),128.9045866,35.2269514,경상남도,김해시
465,서천군립노인요양병원,요양병원,충청남도 서천군 종천면 충서로302번길 88-12 (종천면),126.6564381,36.1093507,충청남도,서천군
466,서천요양병원,요양병원,충청남도 서천군 서천읍 삼산북길 56 56,126.727059,36.0746413,충청남도,서천군
467,서초프라임요양병원,요양병원,서울특별시 서초구 방배천로2길 22 (방배동),126.9839391,37.4767244,서울특별시,서초구
468,석문회복기요양병원,요양병원,충청남도 당진시 남부로 138 (채운동),126.6315257,36.8846814,충청남도,당진시
469,선안요양병원,요양병원,부산광역시 사하구 다대로 616 (다대동),128.9705052,35.0516288,부산광역시,사하구
470,선요양병원,요양병원,경상북도 경산시 중앙로16길 49  (삼북동),128.7364247,35.8187931,경상북도,경산시
471,선의요양병원,요양병원,서울특별시 노원구 동일로 1419 9층~11층 (상계동),127.060003,37.6553216,서울특별시,노원구
472,선진병원(요양병원),요양병원,경기도 안양시 만안구 안양로 325-1 (안양동),126.9192818,37.4007393,경기도,안양시
473,선하요양병원,요양병원,부산광역시 서구 구덕로200번길 8 (부민동1가),129.020337,35.1023859,부산광역시,서구
474,선한빛요양병원,요양병원,"경기도 광주시 경충대로1926번길 119 (탄벌동, 연세대학교의과대학세브란스정신건강병원)",127.2247057,37.4117009,경기도,광주시
475,선한이웃요양병원,요양병원,충청남도 천안시 동남구 정골2길 91 (구성동),127.1774698,36.7994465,충청남도,천안시
476,성남요양병원,요양병원,"경기도 성남시 중원구 광명로 299 행림빌딩 지하1층,3~8층 (금광동)",127.159374,37.4446663,경기도,성남시
477,성로요양병원,요양병원,인천광역시 계양구 아나지로 378 (작전동),126.7344336,37.5251761,인천광역시,계양구
478,성모요양병원,요양병원,경기도 성남시 분당구 새나리로 13 (야탑동),127.1570559,37.4047261,경기도,성남시
479,성모요양병원,요양병원,전라북도 전주시 덕진구 가리내로 118 (덕진동1가),127.1234411,35.8358734,전라북도,전주시
480,성모요양병원,요양병원,울산광역시 남구 돋질로 293 (삼산동),129.3368608,35.544503,울산광역시,남구
481,성미카엘요양병원,요양병원,경상남도 창원시 의창구 사림로45번길 4-11 (사림동),128.6784374,35.2477121,경상남도,창원시
482,성북서울요양병원,요양병원,서울특별시 성북구 종암로 31 (종암동),127.03588,37.5931073,서울특별시,성북구
483,성북웰니스요양병원,요양병원,서울특별시 성북구 보문로 86 (보문동4가),127.0208631,37.5830184,서울특별시,성북구
484,성산현대요양병원,요양병원,부산광역시 동래구 시실로 12 (명륜동),129.0853661,35.2174024,부산광역시,동래구
485,성서요양병원,요양병원,대구광역시 달서구 문화회관1안길 29 (장기동),128.5188151,35.8480226,대구광역시,달서구
486,성서효요양병원,요양병원,대구광역시 달서구 달구벌대로 1152 (신당동),128.4932205,35.8510574,대구광역시,달서구
487,성신고려요양병원,요양병원,서울특별시 금천구 범안로 1191 (독산동),126.8940784,37.4667514,서울특별시,금천구
488,성심요양병원,요양병원,대전광역시 서구 갈마로 45-0  (갈마동),127.3698502,36.3483732,대전광역시,서구
489,성심요양병원,요양병원,대구광역시 남구 대명로 14 (대명동),128.5590793,35.8375387,대구광역시,남구
490,성심힐요양병원,요양병원,"경기도 안양시 만안구 안양로 102 2,3,4,5층 (안양동, 현대센타빌딩)",126.9341089,37.3841891,경기도,안양시
491,성요셉병원,요양병원,경기도 안성시 남파로 169 (당왕동),127.2691699,37.0166008,경기도,안성시
492,성요셉요양병원,요양병원,대구광역시 달성군 논공읍 논공로 210 (외 1필지(남리 717)),128.4536443,35.7210029,대구광역시,달성군
493,성운요양병원,요양병원,경상남도 창원시 마산회원구 내서읍 함마대로 2694-72 (),128.5068727,35.2547445,경상남도,창원시
494,성은효요양병원,요양병원,경상남도 거창군 거창읍 거창대로 55 지하1~4층 (성은주상복합빌딩),127.9159869,35.686543,경상남도,거창군
495,성주경대요양병원,요양병원,경상북도 성주군 성주읍 주산로 81 (),128.2951028,35.9284627,경상북도,성주군
496,성지요양병원,요양병원,경기도 동두천시 광암로17번길 10 (광암동),127.0838306,37.8958811,경기도,동두천시
497,세계로요양병원,요양병원,"경기도 파주시 경의로1240번길 39 2,3,4층 (와동동, 한미프라자)",126.763277,37.7282974,경기도,파주시
498,세교요양병원,요양병원,"경기도 오산시 수목원로 462 3,6,7층 (금암동, 무한메디칼)",127.050255,37.1750538,경기도,오산시
499,세나요양병원,요양병원,"울산광역시 북구 호계로 296 (호계동, 세나병원)",129.3514338,35.6295097,울산광역시,북구
500,세마그린요양병원,요양병원,"경기도 오산시 수목원로 606 오산세교CL타워 7,8,9층 (세교동)",127.0422336,37.185912,경기도,오산시
501,세연요양병원,요양병원,경상남도 양산시 양산대로 822 (북부동),129.0346366,35.344087,경상남도,양산시
502,세원요양병원,요양병원,"부산광역시 서구 충무대로 246-246 101동 2층 203호 (남부민동, 현대타운)",,,부산광역시,서구
503,세인요양병원,요양병원,부산광역시 동래구 여고로 5 (사직동),129.064576,35.1953494,부산광역시,동래구
504,세인트요양병원,요양병원,"인천광역시 미추홀구 아암대로 53 3~10층 (용현동, 세인트재활빌딩)",126.6358626,37.4566287,인천광역시,미추홀구
505,세인트힐요양병원,요양병원,"경기도 김포시 고촌읍 장차로5번길 5-17 중원빌딩 B1,1~2,4층 6~12층호",126.7689028,37.6029032,경기도,김포시
506,세종요양병원,요양병원,세종특별자치시 장군면 구석뜸길 140 (),127.1806352,36.5017915,세종특별자치시,장군면
507,세종요양병원,요양병원,광주광역시 동구 천변우로 453  (금동),126.9174358,35.1422527,광주광역시,동구
508,세종프라임요양병원,요양병원,충청남도 공주시 정안면 장원길 345-33 (),127.1387582,36.5747325,충청남도,공주시
509,센텀이루다요양병원,요양병원,"부산광역시 해운대구 APEC로 17 센텀리더스마크, 1.2층일부, 3층, 5~8층 (우동)",129.1324308,35.1659261,부산광역시,해운대구
510,센텀해인요양병원,요양병원,부산광역시 수영구 수영로 671 5층~11층 (광안동),129.1144799,35.1657592,부산광역시,수영구
511,소망요양병원,요양병원,인천광역시 남동구 백범로 403 A동 지하1~5층 (간석동),126.706483,37.4670395,인천광역시,남동구
512,소망요양병원,요양병원,"경기도 파주시 문산읍 문향로 93 1,2,3,5,6층",126.7866138,37.8599792,경기도,파주시
513,소명요양병원,요양병원,경상남도 함안군 칠원읍 용산2길 45-15 (),128.5152427,35.3093298,경상남도,함안군
514,속초우리요양병원,요양병원,강원도 속초시 온천로 291-0  (교동),128.574288,38.1930922,강원도,속초시
515,속초정요양병원,요양병원,강원도 속초시 동해대로 4084 (조양동),128.5877265,38.1899427,강원도,속초시
516,송도베스트요양병원,요양병원,인천광역시 연수구 옥련로 29 (옥련동),126.6427039,37.4274688,인천광역시,연수구
517,송도요양병원,요양병원,부산광역시 서구 암남공원로 522 (암남동),129.012138,35.079737,부산광역시,서구
518,송도하나요양병원,요양병원,"인천광역시 미추홀구 아암대로253번길 36 1~2층 일부, 3~6층 (학익동)",126.6356073,37.4398841,인천광역시,미추홀구
519,송도효자병원,요양병원,"인천광역시 연수구 능허대로 235 (옥련동, 송도효자병원)",126.6520112,37.4154721,인천광역시,연수구
520,송추요양병원,요양병원,경기도 양주시 백석읍 기산로471번길 1-13 (),126.9406561,37.7768259,경기도,양주시
521,송추효사랑요양병원,요양병원,경기도 양주시 장흥면 호국로 439-22 (),126.9647723,37.7130186,경기도,양주시
522,송추효요양병원,요양병원,경기도 양주시 장흥면 가마골로258번길 100 (송추효요양병원),126.9825874,37.7415188,경기도,양주시
523,송파그랜드요양병원,요양병원,서울특별시 송파구 마천로 238 윤진프라자타워 (마천동),127.1437825,37.4996465,서울특별시,송파구
524,송파새희망요양병원,요양병원,"서울특별시 송파구 오금로 488 B1-7층 (거여동, 삼원빌딩)",127.1429422,37.4934541,서울특별시,송파구
525,송현효요양병원,요양병원,대구광역시 달서구 월배로 384 (송현동),128.5502844,35.828737,대구광역시,달서구
526,송효의료재단효산요양병원,요양병원,대구광역시 수성구 동대구로 245 (범어동),128.6246777,35.852206,대구광역시,수성구
527,수동연세요양병원,요양병원,경기도 남양주시 수동면 비룡로 801-88 (),127.3198325,37.7099428,경기도,남양주시
528,수성명가요양병원,요양병원,"대구광역시 수성구 희망로 219 (황금동, 수성명가요양병원)",128.622863,35.846477,대구광역시,수성구
529,수성요양병원,요양병원,"대구광역시 수성구 동대구로 148 (황금동, 수성요양병원)",128.6248904,35.843138,대구광역시,수성구
530,수성제니스요양병원,요양병원,"대구광역시 수성구 동대구로 64 6~12,13 일부층 (지산동)",128.6243725,35.8359955,대구광역시,수성구
531,수영효도요양병원,요양병원,"부산광역시 수영구 과정로 49 2~5, 7층 (망미동)",129.1072075,35.1757433,부산광역시,수영구
532,수완탑요양병원,요양병원,"광주광역시 광산구 풍영로 214 4,5,6,9,10층 (장덕동)",126.8961867,35.1639321,광주광역시,광산구
533,수완행복한요양병원,요양병원,광주광역시 광산구 사암로 676 (장덕동)[*미고시],126.8129298,35.2036408,광주광역시,광산구
534,수요양병원,요양병원,전라북도 익산시 중앙로1길 23-0  (창인동1가),126.948683,35.9416995,전라북도,익산시
535,수요양병원,요양병원,전라남도 광양시 광양읍 덕산4길 35-4 (),127.5622149,34.9685319,전라남도,광양시
536,수원브이아이피요양병원,요양병원,경기도 수원시 팔달구 팔달로 24 (고등동),127.0010776,37.2709622,경기도,수원시
537,수원삼성요양병원,요양병원,경기도 수원시 장안구 장안로 108 (정자동),127.0012519,37.293594,경기도,수원시
538,수원센트럴요양병원,요양병원,경기도 수원시 권선구 금곡로197번길 18-24 호매실애비뉴8번가 4~7층 (금곡동),126.9529839,37.2746751,경기도,수원시
539,수원요양병원,요양병원,경기도 수원시 영통구 매영로 229 (원천동),127.0647164,37.2608957,경기도,수원시
540,수원행복한요양병원,요양병원,경기도 수원시 장안구 장안로 243 (정자동),126.9926698,37.3038594,경기도,수원시
541,수원효요양병원,요양병원,경기도 수원시 장안구 송원로 57 (송죽동),127.0080202,37.3004095,경기도,수원시
542,순창요양병원,요양병원,전라북도 순창군 순창읍 순창로 105 (),127.1411625,35.3651821,전라북도,순창군
543,순천생협요양병원,요양병원,전라남도 순천시 봉화로 62  (조곡동),127.4970179,34.9563968,전라남도,순천시
544,순천정원요양병원,요양병원,전라남도 순천시 중앙초등길 10-0  1동 (풍덕동),127.4991467,34.945205,전라남도,순천시
545,스마일요양병원,요양병원,"인천광역시 남동구 논현로26번길 6 에이스프라자 2, 4~9층 (논현동)",126.7092544,37.402962,인천광역시,남동구
546,스위스요양병원,요양병원,"대구광역시 수성구 화랑로 26 2,3,4층 (만촌동, 만촌우방하이츠)",128.6319695,35.8686893,대구광역시,수성구
547,스카이요양병원,요양병원,서울특별시 도봉구 방학로 177 (방학동),127.0324445,37.6620294,서울특별시,도봉구
548,스타트요양병원,요양병원,경기도 오산시 청학로 264 W-타워 3-8층 (수청동),127.0607253,37.1718992,경기도,오산시
549,시립마산요양병원,요양병원,경상남도 창원시 마산합포구 현동로 15 (우산동),128.5518535,35.1540302,경상남도,창원시
550,시립문경요양병원,요양병원,경상북도 문경시 문경읍 여우목로 31 (),128.1117306,36.7319234,경상북도,문경시
551,시립창원요양병원,요양병원,경상남도 창원시 의창구 북면 단내로 499-32 (),128.5743,35.3493546,경상남도,창원시
552,시민요양병원,요양병원,경기도 파주시 중앙로 286 1층 (아동동),126.7372375,37.5356585,경기도,파주시
553,시온요양병원,요양병원,"서울특별시 성동구 자동차시장1길 85 지하1,지상3~5층 (용답동, JS빌딩)",127.0671622,37.5605143,서울특별시,성동구
554,시티요양병원,요양병원,경상북도 포항시 북구 죽도로 21  (죽도동),129.3635493,36.0345583,경상북도,포항시
555,시티요양병원,요양병원,경상남도 창원시 의창구 대봉로26번길 12-3 (봉림동),128.6684844,35.2511396,경상남도,창원시
556,시흥더봄요양병원,요양병원,"경기도 시흥시 비둘기공원1길 7 시흥21세기병원 1, 2, 4-8층 (대야동)",126.7893448,37.4422485,경기도,시흥시
557,시흥서울대효요양병원,요양병원,경기도 시흥시 승지로59번길 12 시티타워 5~8층 (능곡동),126.8090412,37.3688669,경기도,시흥시
558,신경주요양병원,요양병원,경상북도 경주시 건천읍 단석로 1593-9 (건천읍),129.072484,35.8223103,경상북도,경주시
559,신괴정요양병원,요양병원,부산광역시 사하구 낙동대로 243 (괴정동),128.9904304,35.0990421,부산광역시,사하구
560,신라요양병원,요양병원,부산광역시 부산진구 가야대로 564 지하1~지상6층 (가야동),129.0336098,35.1539421,부산광역시,부산진구
